DATAFLOW,REF_AREA: Area,THEME_INDICATOR: Indicator,THEME_SERIES: Series,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,38.69
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,37.77
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,21.08
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,21.08
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,21.08
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,20.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,20.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,17.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,20.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,17.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,17.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,9.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,9.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,9.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,9.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,9.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,9.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,9.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),BGD: Bangladesh,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,9.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,27.24
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,26.03
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,24.73
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,23.91
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,24.66
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,24.49
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,25.08
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,26.48
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,26.18
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,28.03
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,27.82
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,24.06
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,24.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,30.88
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,30.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,29.87
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AUS: Australia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,27.03
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,40.54
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,40.75
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,40.85
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,41.18
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,41.66
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,42.12
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,42.56
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,43.37
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,43.69
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,42.18
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,43.66
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,44.03
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,44.24
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,44.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,44.4
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,44.52
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),World: World,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,44.67
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,13.59
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,13.59
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,13.59
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,13.59
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,14.28
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,2.72
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,2.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,3.06
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,9.56
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,10.01
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,9.48
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,9.29
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,8.93
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,9.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,9.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,9.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AFG: Afghanistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,9.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,16.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,23.82
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,24.89
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,19.82
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,18.47
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,38.5
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,24.22
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,19.92
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,13.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,13.88
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,10.07
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,12.49
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,12.5
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,15.72
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,17.54
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,29.91
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),AZE: Azerbaijan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,20.28
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,9.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,9.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,7.75
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,7.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,4.08
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,3.91
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,3.9
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,3.91
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,3.91
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),ARM: Armenia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,4.51
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KHM: Cambodia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,0.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,41.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,45.48
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,42.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,44.4
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,42.74
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,41.77
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,43.16
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,41.49
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,41.22
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,47.35
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,45.68
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,44.16
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,40.86
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,39.85
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,45.47
